Item:,Description:,Storage Location,Quanitity Spring 2026,Quantity     Spring 2024,Notes/comments,Storage Location,Quanitity Spring 2026,Quantity     Spring 2024,Notes/comments,,Storage Location,Quanitity Spring 2026,Quantity     Spring 2024,Notes/comments,,Storage Location,Quanitity Spring 2026,Quantity     Spring 2024,Notes/comments,,Storage Location,Quanitity Spring 2026,Quantity     Spring 2024,Notes/comments,,Storage Location,Quanitity Spring 2026,Quantity     Spring 2024,Notes/comments,,Storage Location,Quanitity Spring 2026,Quantity     Spring 2024,Notes/comments,,Storage Location,Quanitity Spring 2026,Quantity     Spring 2024,Notes/comments,,Storage Location,Quanitity Spring 2026,Quantity     Spring 2024,Notes/comments,,Storage Location,Quanitity Spring 2026,Quantity     Spring 2024,Notes/comments,,Storage Location,Quanitity Spring 2026,Quantity     Spring 2024,Notes/comments,,Storage Location,Quanitity Spring 2026,Quantity     Spring 2024,Notes/comments,,Storage Location,Quanitity Spring 2026,Quantity     Spring 2024,Notes/comments,,Storage Location,Quanitity Spring 2026,Quantity     Spring 2024,Notes/comments,,Storage Location,Quanitity Spring 2026,Quantity     Spring 2024,Notes/comments,,Storage Location,Quanitity Spring 2026,Quantity     Spring 2024,Notes/comments
Section 1: Typical Glassware / plasticware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pipette ""fillers""","Pump, 10 mL, green",,,0,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,C2-A,,10,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,"Pump, 25 mL, red",,,0,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,C2-A,,21,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,Bulb (red),,,0,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,C2-A,,6,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,Bulb (black),,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2-A,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bulb Mini (red),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2-A,,8,,,,,,,,,,,,,,,,,,,,,,,,,,
Pipette Tubes (glass or plastic),10 mL,,,0,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,25 mL,,,0,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Propane Stove,,,,0,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ring Stands,Small,,,1,,,,,,,B10/11,1,1,,,Cabinet 8,,10,4 moved from 1109,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,Large,,,0,,,,,,,B10/11,15,15,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,Base only (various sizes),,,0,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,lab stations,15,16,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rubber Stoppers,"Size 00, solid",,,0,,,,2,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,C3-A,,6,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,"Size 00, 1 hole",,,0,,,,1,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,C3-A,,3,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,"Size 0, 1 hole",,,0,,,,11,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,C3-A,,10,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,"Size 0, 2 holes",,,0,,,,30,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,C3-A,,13,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,"Size 1, solid",,,0,,,,1,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,"Size 1, 1 hole",,,0,,,,4,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,lab stations,5,5,,,,,,
,"Size 2, solid",,,0,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,"Size 2, 1 hole",,,0,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,"Size 2, 2 holes",,,0,,,,1,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,"Size 3, solid",,,0,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,"Size 3, 1 hole",,,0,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,"Size 3, 2 holes",,,0,,,,5,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,"Size 4, solid",,,0,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,C3-A,,16,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,"Size 4, 1 hole",,,0,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,C3-A,,15,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,"size 4, 2 holes",,,0,,,,7,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,C3-A,,16,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,"Size 5, solid",,,0,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,"Size 5, 1 hole",,,0,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,C3-A,,7,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,"Size 5, 2 holes",,,0,,,,1,,,B20,,32,"white, for thermodynamics",,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,C3-A,,1,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,"Size 6, solid",,,0,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,C3-A,,8,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,"Size 6, 1 hole",,,0,,,,5,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,"Size 6, 2 holes",,,0,,,,1,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,C3-A,,12,Some have an option for 3 holes,,,,,,,,,,,,,,,,,,0,0,,,,,,
,"Size 7, solid",,,0,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,, ,,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,"Size 7, 1 hole",,,0,,,,2,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,C3-A,,15,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,"Size 7, 2 hole",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3-A,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Size 8, solid",,,0,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,C3-A,,8,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,"Size 8, 1 hole",,,0,,,,10,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,C3-A,,7,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,"Size 8, 2 hole",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3-A,,8,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Size 9, solid",,,0,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,C3-A,,8,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,"Size 9, 1 hole",,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3-A,,4,,,,,,,,,,,,,,,,,,,0,0,,,,,,
Scoopulas,Scoopula,,,0,,,,,,,,,-,,,,,0,,,,,14,,,,,0,,,,,23,,,,,,,,,,,,,,,0,,,C2-A,,22,,,,,,,,,,,,,,,,,,lab stations,6,6,,,,,,
 ,Handles,,,0,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,C2-A,,3,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spatulas,"plastic, blue (box of 300)",,,0,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,"1, top",,1 box,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,"plastic, green",,,0,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,"microspatulas, 300 pk",,,0,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,"Spatula, Metal",,,0,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,C2-A,,6,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stir Plate (Electronic),,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3B-L,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stirring Rods,glass (short - 150 mm),,,12,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,31,,,,,,,,,,,,,,,0,,,C2-A,,48+,,,,,,,,,,,,,,,,,,lab stations,7,8,,,,,,
,glass (long),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,
,glass with rubber tip (policeman),,,11,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strikers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2-A,,21,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test Tube Racks,"Wood, single row",,,0,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,lab stations,5,5,,,,,,
,"Wood, double row",,,0,,,,,,,,,-,,,,,0,,,,,12,,,,,0,,,,,,,,,,23,,,,,,,,,,10,,,3C-L,,7,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,"Plastic, Small",,,0,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,15,,,,,3,,,,,,,,,,9,,,3C-L,,20,,,,,,,,,,,,,,,,,,back drawers,6,6,,,,,,
,"Plastic, large ",,,36,,,,,,,,,-,,,,,0,,,,,2,,,,,0,,,,,10,,,,,,,,,,,,,,,0,,,3C-U,,11,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,Metal,,,,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thermometer class set holder/rack,,,,1,,,,,,,CAB #3,1,1,,,,,0,,,,,0,,,,,,,,,,2,,,,,,,,C8-A,,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thermometer,"Alcohol, -20 C to 110 C",,,29,,,,,,,CAB #3,,17,,,,,0,,,,,10,,,,,0,,,,,42,,,,,,,,C8-A,,42,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,"Digital, long stem",,,8,,,,,,,CAB #3,,8,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,C8-A,,12,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,"Digital, short stem",,,0,,,,,,,CAB #3,,7,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,Infrared Thermometer,,,1,,,,,,,B3,,5,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tongs,"Beaker, dipped ends",,,0,,,,,,,B2,,7,,,,,0,,,,,1,,,,,0,,,,,14,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,"Beaker, all metal",,,11,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,18,,,,,,,,,,,,,,,14,,,C2-A,,31,,,,,,,,,,,,,,,,,,lab stations,7,8,,,,,,
,Crucible,,,0,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,C2-A,,17,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,Test Tube,,,0,,,,,,,b2,,41,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,C2-A,,72,,,,,,,,,,,,,,,,,,,0,0,,,,,,
UV Lights/Lamps,,,,0,see life science inventory,,,16,,,,,-,,,Drawer C,,8,,,,,0,,,,,0,,,,,,,,,,,,,,,4,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Water Distiller,,,,1,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
Water Bath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3-A,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Wire gauze/mesh squares,"w/ ceramic center, square",,,0,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,C2-A,,40+,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,"w/ ceramic center, standing",,,0,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,17,,,,,,,,,,,0,,,,0,,,C5-A,,7,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Section 4: Non-Chemical Consumable Equipment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chromatography paper,10 mm x 100 m,,,0.5,,,,,,,,,-,,,,,0,,,,,0.5,,,,,0,,,,,,,,,,,,,,,1,,,,,0,,,C3-B,,1 roll,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,20 mm x 100 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3-B,,2 rolls,,,,,,,,,,,,,,,,,,,,,,,,,,
Filter Paper,"4 cm, Qualitative, 100 pk",,,0,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,"7 cm, Qualitative",,,0,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,11 cm Quantitative,,,0,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,C3- B,,10 sheets,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,12.5 cm,,,0,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,"15 cm, Quantitative",,,0,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
 ,"Mini Whole Gel Eluter, Lower Chamber",,,0,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,Coffee Filters,,,0,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gloves, disposable","Nitrile, box, small",,,8,,,,,,,,,-,,,,,0,,,,,4,,,,,0,,,,,,,,,,3,,,,,,,,,,1,,,1419,,2,,,,,,,,,,,,,,,,,,white board cabinet,0,half,,,,,,
,"Nitrile, box, medium",,,9,,,,,,,,,-,,,,,0,,,,,2,,,,,0,,,,,,,,,,1,,,,,,,,,,1,,,,,0,,,,,,,,,,,,,,,,,,white board cabinet,0,half,,,,,,
,"Nitrile, box, large",,,3,,,,,,,,,-,,,,,0,,,,,3,,,,,0,,,,,,,,,,2,,,,,,,,,,5,,,,,0,,,,,,,,,,,,,,,,,,white board cabinet,half,half,,,,,,
,"Nitrile, box, X-large",,,0,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab Labeling Tape,"various colors, rolls",,,10,,,,,,,,,5,,,,,0,,,,,0,,,,,0,,,,,,,,,,3,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
"Lighter, safety",Butane,,,0,,,,,,,,,-,,,,,0,,,,,1,,,,,0,,,,,,,,,,8,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,lab stations,8,8,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Litmus paper/pH paper,bottle of strips,,,4,expired!,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,12,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,paper rolls,,,9,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matches,Box/Book,,,1,,,,,,,,,1,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,C4-A,,1 Box,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parafilm,rolls,,,1,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pipette, disposable","Glass, Pasteur, (300/pack)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2-A,,3+,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pipette, disposable","Plastic, Disposable (500/box)",,,2,,,,,,,CAB #2,,~500,,,,,0,,,,,1,,,,,0,,,,,1,1 box,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
"Pipettes, Serological, disposable ",1 ml,,,0,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,1 box,,,,,,,,,,600,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,2 ml,,,71,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
 ,5 ml,,,0,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,1 box,,,,,,,,,,0,,,C2-A,,10+,,,,,,,,,,,,,,,,,,,0,0,,,,,,
 ,10 ml,,,0,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,C2-A,,10+,,,,,,,,,,,,,,,,,,,0,0,,,,,,
 ,25 ml  ,,,0,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,C2-A,,25+,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,50 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2-A,,75+,,,,,,,,,,,,,,,,,,,,,,,,,,
Weighing Boats/Dishes,Metal,,,0,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,"plastic, square, small",,,30,,,,,,,,,-,,,Whiteboard,,15ish,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,500,,,,,,,,,,,,,,,,,,,,,,,back drawers,8,9,,,,,,
,"plastic, square, large",,,4,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,C5-A,,100+,,,,,,,,,,,,,,,,,,back drawers,7,7,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wood splints/coffee stirrers  ,Box,,,0,,,,,,,,,-,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Secton 5: Other Measurement and Safety Tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Goggles/Glasses, Safety",Cabinet,,,1,,,,,,,,1,1,,,Station 9,,1,,,,,1,,,,,1,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,#7 lab station,1,1,,,,,,
,Extra UV cabinet bulb,,,0,,,,,,,on cabinet,1,1,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,"Splash goggles, vented",,,58,,,,,,,in cabinet,31,35,,,Station 9,,1,,,,,0,,,,,0,,,,,,,,,,,,,,,36,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,"Goggles, Uvex",,,0,,,,,,,,,,,,Station 9,,32,,,,,0,,,,,0,,,,,47,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,#7 lab station,36,36,,,,,,
,"Impact glasses, standard",,,0,,,,,,,A1,13,13,,,,,0,,,,,32,,,,,31,,,,,,,,,,,,,,,3,,,,,0,,,,,,,,,,,,,,,,,,,,,,,cab #13,25,25,,,,,,
,"Impact glasses, fits over eyeglasses",,,0,,,,,,,A1,,62,,,Whiteboard,,37,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gloves, Specialty","Thermal, Yellow (The Golden Grab-It)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prep Room,,1,Wooden Shelf by Door,,,,,,,,,,,,,,,,,,,,,,,,,
